time,r_rel_x,r_rel_y,r_rel_z,v_rel_x,v_rel_y,v_rel_z,q_x,q_y,q_z,q_w,omega_rel_x,omega_rel_y,omega_rel_z,fiber_1_length,fiber_2_length,fiber_3_length,fiber_4_length,fiber_5_length,fiber_6_length,fiber_7_length,fiber_8_length,fiber_9_length,fiber_10_length,fiber_11_length,fiber_12_length
0.0297,8.269208653468515e-07,2.922943536641386e-25,-4.963592976494428e-08,1.9588635099727494e-05,-5.843133648230011e-25,2.9044515190363025e-06,1.4684484289209552e-25,4.500171677500559e-08,2.5302804811695306e-26,0.9999999999999991,8.939427131479573e-24,2.9044557956927876e-06,2.0034989950509857e-24,0.002999173079557725,0.002999173079557725,0.0030008269212637695,0.0030008269212637695,0.0030000001145556628,0.003000000114198419,0.0030000001145556628,0.003000000114198419,0.003000050398122477,0.003000049102073083,0.002999949829810462,0.0029999511258598562
0.0298,8.288680479941015e-07,2.9235489702289684e-25,-4.934518570956544e-08,1.9507680356219613e-05,1.2474855504146373e-25,2.906700663615163e-06,1.4728855693294453e-25,4.5146838429764693e-08,2.540388350197355e-26,0.9999999999999991,8.894394248407989e-24,2.9030567701178645e-06,2.0103027495188643e-24,0.0029991711323702477,0.0029991711323702477,0.003000828868441655,0.003000828868441655,0.0030000001150892186,0.003000000114729979,0.0030000001150892186,0.003000000114729979,0.0030000501100066663,0.0030000488097777687,0.0029999501190009817,0.0029999514192298794
0.029900000000000003,8.308152306413516e-07,2.924154403816551e-25,-4.9054441654186596e-08,1.942672561271173e-05,8.33810474905953e-25,2.9089498081940235e-06,1.4773227097379354e-25,4.52919600845238e-08,2.5504962192251798e-26,0.9999999999999991,8.849361365336402e-24,2.9016577445429415e-06,2.017106503986743e-24,0.0029991691851827987,0.0029991691851827987,0.003000830815619569,0.003000830815619569,0.003000000115624069,0.0030000001152628284,0.003000000115624069,0.0030000001152628284,0.0030000498218921224,0.0030000485174837234,0.002999950408192764,0.002999951712601163
0.030000000000000002,8.327624132886015e-07,2.9247598374041334e-25,-4.876369759880776e-08,1.934577086920385e-05,1.5428723947704178e-24,2.911198952772884e-06,1.4817598501464256e-25,4.5437081739282906e-08,2.5606040882530042e-26,0.9999999999999991,8.804328482264818e-24,2.900258718968018e-06,2.0239102584546214e-24,0.0029991672379953787,0.0029991672379953787,0.00300083276279751,0.00300083276279751,0.0030000001161602148,0.0030000001157969667,0.0030000001161602148,0.0030000001157969667,0.003000049533778848,0.0030000482251909435,0.0029999506973858044,0.002999952005973709
0.030100000000000002,8.346505786944357e-07,2.9253248851834233e-25,-4.8471755076570644e-08,1.9263469354789726e-05,1.658321545616716e-24,2.912944366964226e-06,1.4860485188066292e-25,4.5581689571606434e-08,2.57016022845153e-26,0.9999999999999991,8.762249680675299e-24,2.8988269636609315e-06,2.012464404030379e-24,0.002999165349825206,0.002999165349825206,0.0030008346509582218,0.0030008346509582218,0.0030000001166812004,0.0030000001163159704,0.0030000001166812004,0.0030000001163159704,0.003000049244444535,0.0030000479316919255,0.0029999509877695675,0.0029999523005221768
0.0302,8.365152753145366e-07,2.925873873149364e-25,-4.817933597221565e-08,1.9180632283696364e-05,1.5377147482275289e-24,2.9144894678191874e-06,1.4902781462177945e-25,4.572609307739154e-08,2.5794969682618458e-26,0.9999999999999991,8.721345598602961e-24,2.897382193054369e-06,1.993761413377275e-24,0.002999163485123841,0.002999163485123841,0.003000836515650167,0.003000836515650167,0.0030000001171968478,0.003000000116829642,0.0030000001171968478,0.003000000116829642,0.0030000489546253392,0.0030000476377139095,0.002999951278627505,0.0029999525955389347
0.0303,8.383799719346375e-07,2.9264228611153046e-25,-4.788691686786066e-08,1.9097795212603e-05,1.417107950838342e-24,2.916034568674148e-06,1.49450777362896e-25,4.587049658317666e-08,2.5888337080721613e-26,0.999999999999999,8.680441516530623e-24,2.8959374224478065e-06,1.9750584227241707e-24,0.002999161620422504,0.002999161620422504,0.003000838380342145,0.003000838380342145,0.003000000117713687,0.0030000001173445005,0.003000000117713687,0.0030000001173445005,0.003000048664807306,0.003000047343737056,0.0029999515694865983,0.0029999528905568485
0.0304,8.402446685547385e-07,2.9269718490812458e-25,-4.7594497763505664e-08,1.901495814150964e-05,1.2965011534491548e-24,2.9175796695291094e-06,1.4987374010401253e-25,4.6014900088961766e-08,2.598170447882477e-26,0.999999999999999,8.639537434458285e-24,2.894492651841244e-06,1.956355432071067e-24,0.0029991597557211948,0.0029991597557211948,0.003000840245034148,0.003000840245034148,0.0030000001182317127,0.0030000001178605404,0.0030000001182317127,0.0030000001178605404,0.0030000483749904345,0.0030000470497613643,0.0029999518603468474,0.0029999531855759184
0.030500000000000003,8.421093651748394e-07,2.9275208370471864e-25,-4.730207865915066e-08,1.8932121070416273e-05,1.1758943560599638e-24,2.9191247703840706e-06,1.502967028451291e-25,4.615930359474688e-08,2.607507187692793e-26,0.999999999999999,8.598633352385946e-24,2.8930478812346815e-06,1.9376524414179622e-24,0.002999157891019914,0.002999157891019914,0.0030008421097261805,0.0030008421097261805,0.00300000011875093,0.0030000001183777673,0.00300000011875093,0.0030000001183777673,0.003000048085174724,0.0030000467557868326,0.0029999521512082514,0.0029999534805961424
0.030600000000000002,8.439740617949403e-07,2.928069825013127e-25,-4.7009659554795664e-08,1.884928399932291e-05,1.0552875586707767e-24,2.9206698712390313e-06,1.5071966558624563e-25,4.630370710053199e-08,2.616843927503109e-26,0.999999999999999,8.557729270313608e-24,2.891603110628119e-06,1.918949450764858e-24,0.0029991560263186593,0.0029991560263186593,0.0030008439744182436,0.0030008439744182436,0.003000000119271338,0.0030000001188961786,0.003000000119271338,0.0030000001188961786,0.0030000477953601766,0.003000046461813465,0.0029999524420708124,0.0029999537756175243
0.0307,8.458387584150412e-07,2.9286188129790683e-25,-4.671724045044067e-08,1.876644692822955e-05,9.346807612815897e-25,2.9222149720939925e-06,1.5114262832736218e-25,4.6448110606317104e-08,2.6261806673134243e-26,0.999999999999999,8.51682518824127e-24,2.8901583400215565e-06,1.900246460111754e-24,0.0029991541616174342,0.0029991541616174342,0.0030008458391103335,0.0030008458391103335,0.003000000119792936,0.003000000119415775,0.003000000119792936,0.003000000119415775,0.0030000475055467915,0.0030000461678412597,0.0029999527329345266,0.0029999540706400585
0.0308,8.477034550351421e-07,2.929167800945009e-25,-4.642482134608568e-08,1.8683609857136187e-05,8.140739638924028e-25,2.9237600729489537e-06,1.515655910684787e-25,4.659251411210221e-08,2.63551740712374e-26,0.999999999999999,8.475921106168932e-24,2.888713569414994e-06,1.8815434694586503e-24,0.0029991522969162374,0.0029991522969162374,0.0030008477038024565,0.0030008477038024565,0.003000000120315724,0.0030000001199365564,0.003000000120315724,0.0030000001199365564,0.0030000472157345704,0.0030000458738702164,0.0029999530237994,0.002999954365663754
0.0309,8.495681516552431e-07,2.9297167889109496e-25,-4.6132402241730684e-08,1.8600772786042824e-05,6.934671665032158e-25,2.9253051738039145e-06,1.5198855380959526e-25,4.673691761788732e-08,2.644854146934055e-26,0.999999999999999,8.435017024096595e-24,2.8872687988084315e-06,1.862840478805546e-24,0.0029991504322150688,0.0029991504322150688,0.003000849568494604,0.003000849568494604,0.0030000001208397025,0.003000000120458523,0.0030000001208397025,0.003000000120458523,0.0030000469259235077,0.003000045579900335,0.002999953314665429,0.002999954660688602
0.031,8.51432848275344e-07,2.9302657768768908e-25,-4.583998313737569e-08,1.8517935714949462e-05,5.728603691140288e-25,2.9268502746588757e-06,1.524115165507118e-25,4.6881321123672436e-08,2.6541908867443713e-26,0.999999999999999,8.394112942024257e-24,2.885824028201869e-06,1.844137488152442e-24,0.0029991485675139266,0.0029991485675139266,0.0030008514331867834,0.0030008514331867834,0.003000000121364871,0.0030000001209816744,0.003000000121364871,0.0030000001209816744,0.003000046636113609,0.003000045285931614,0.002999953605532613,0.002999954955714608
0.031100000000000003,8.532372301429885e-07,2.934473611260064e-25,-4.554687339388967e-08,1.8433812258784465e-05,9.72865963832603e-25,2.927886575157314e-06,1.5281967207960104e-25,4.702519447793195e-08,2.665680021473478e-26,0.999999999999999,8.352875341879987e-24,2.884346619683964e-06,1.8918692997355035e-24,0.0029991467631275545,0.0029991467631275545,0.0030008532375642278,0.0030008532375642278,0.003000000121874048,0.003000000121488861,0.003000000121874048,0.003000000121488861,0.0030000463455894244,0.00300004499126388,0.0029999538970820906,0.002999955251407635
